,time,beta,sigma_D,sigma_C,S,I,C,D
0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.9998,0.0002,0.09999999999999998,0.9
1,0.200133422281521,0.16666666666666666,0.3333333333333333,0.5,0.9997996693429386,0.00020033065706131435,0.09558912270614955,0.9044108772938506
2,0.400266844563042,0.16666666666666666,0.3333333333333333,0.5,0.9997993118462707,0.00020068815372910638,0.0913530754010607,0.9086469245989394
3,0.600400266844563,0.16666666666666666,0.3333333333333333,0.5,0.9997989283129015,0.00020107168709827155,0.08728663706142396,0.9127133629385762
4,0.800533689126084,0.16666666666666666,0.3333333333333333,0.5,0.9997985195117848,0.0002014804882149907,0.0833846130391519,0.9166153869608482
5,1.0006671114076051,0.16666666666666666,0.3333333333333333,0.5,0.9997980862052499,0.00020191379474986408,0.07964181188177988,0.9203581881182202
6,1.200800533689126,0.16666666666666666,0.3333333333333333,0.5,0.9997976291385196,0.00020237086148030162,0.07605306910034632,0.9239469308996539
7,1.400933955970647,0.16666666666666666,0.3333333333333333,0.5,0.9997971490121941,0.00020285098780579834,0.07261328642951544,0.9273867135704847
8,1.601067378252168,0.16666666666666666,0.3333333333333333,0.5,0.9997966465126926,0.00020335348730719482,0.06931742159357088,0.9306825784064293
9,1.801200800533689,0.16666666666666666,0.3333333333333333,0.5,0.9997961223114622,0.00020387768853758766,0.06616047926313036,0.9338395207368697
10,2.0013342228152102,0.16666666666666666,0.3333333333333333,0.5,0.9997955770504369,0.0002044229495630002,0.06313756611797576,0.9368624338820243
11,2.201467645096731,0.16666666666666666,0.3333333333333333,0.5,0.9997950113525147,0.00020498864748528945,0.060243868535621733,0.9397561314643783
12,2.401601067378252,0.16666666666666666,0.3333333333333333,0.5,0.9997944258199484,0.0002055741800515987,0.057474665270119706,0.9425253347298804
13,2.601734489659773,0.16666666666666666,0.3333333333333333,0.5,0.9997938210347943,0.00020617896520553947,0.05482533172136966,0.9451746682786304
14,2.801867911941294,0.16666666666666666,0.3333333333333333,0.5,0.9997931975597998,0.00020680244020006245,0.05229134216440544,0.9477086578355947
15,3.002001334222815,0.16666666666666666,0.3333333333333333,0.5,0.9997925559351493,0.00020744406485053674,0.04986829360908946,0.9501317063909107
16,3.202134756504336,0.16666666666666666,0.3333333333333333,0.5,0.9997918966814138,0.00020810331858610442,0.04755189516288395,0.9524481048371162
17,3.402268178785857,0.16666666666666666,0.3333333333333333,0.5,0.9997912203007574,0.00020877969924246132,0.04533796726742127,0.954662032732579
18,3.602401601067378,0.16666666666666666,0.3333333333333333,0.5,0.9997905272776119,0.00020947272238801634,0.043222443311848484,0.9567775566881518
19,3.802535023348899,0.16666666666666666,0.3333333333333333,0.5,0.999789818077758,0.00021018192224190162,0.04120137641239976,0.9587986235876005
20,4.0026684456304205,0.16666666666666666,0.3333333333333333,0.5,0.9997890931490367,0.00021090685096314315,0.039270939404590845,0.9607290605954093
21,4.202801867911941,0.16666666666666666,0.3333333333333333,0.5,0.9997883529221159,0.00021164707788398182,0.03742742417664137,0.9625725758233589
22,4.402935290193462,0.16666666666666666,0.3333333333333333,0.5,0.9997875978113397,0.0002124021886601531,0.03566724083742655,0.9643327591625737
23,4.603068712474983,0.16666666666666666,0.3333333333333333,0.5,0.9997868282142017,0.00021317178579815979,0.03398691809301387,0.9660130819069863
24,4.803202134756504,0.16666666666666666,0.3333333333333333,0.5,0.999786044510881,0.0002139554891189144,0.03238310346316925,0.967616896536831
25,5.003335557038025,0.16666666666666666,0.3333333333333333,0.5,0.9997852470682049,0.0002147529317950047,0.03085255695567147,0.9691474430443288
26,5.203468979319546,0.16666666666666666,0.3333333333333333,0.5,0.99978443623799,0.0002155637620099509,0.02939215386512909,0.9706078461348712
27,5.403602401601067,0.16666666666666666,0.3333333333333333,0.5,0.9997836123553991,0.00021638764460082954,0.027998887406076554,0.9720011125939236
28,5.603735823882588,0.16666666666666666,0.3333333333333333,0.5,0.9997827757437492,0.00021722425625075103,0.02666985346860297,0.9733301465313973
29,5.803869246164109,0.16666666666666666,0.3333333333333333,0.5,0.999781926712818,0.00021807328718191437,0.02540225662933635,0.9745977433706638
30,6.00400266844563,0.16666666666666666,0.3333333333333333,0.5,0.9997810655570479,0.00021893444295199103,0.024193416430727484,0.9758065835692726
31,6.204136090727151,0.16666666666666666,0.3333333333333333,0.5,0.9997801925602697,0.00021980743973022297,0.023040745202662125,0.976959254797338
32,6.404269513008672,0.16666666666666666,0.3333333333333333,0.5,0.9997793079941278,0.00022069200587210871,0.021941755968944078,0.978058244031056
33,6.604402935290193,0.16666666666666666,0.3333333333333333,0.5,0.999778412116284,0.00022158788371585774,0.02089407141450933,0.9791059285854908
34,6.804536357571714,0.16666666666666666,0.3333333333333333,0.5,0.9997775051745118,0.00022249482548813374,0.01989540005484531,0.9801045999451549
35,7.004669779853235,0.16666666666666666,0.3333333333333333,0.5,0.9997765874060625,0.00022341259393753938,0.01894354009191189,0.9810564599080883
36,7.204803202134756,0.16666666666666666,0.3333333333333333,0.5,0.9997756590365103,0.0002243409634896124,0.018036385838768453,0.9819636141612318
37,7.404936624416277,0.16666666666666666,0.3333333333333333,0.5,0.9997747202820133,0.0002252797179865988,0.017171912167733845,0.9828280878322664
38,7.605070046697798,0.16666666666666666,0.3333333333333333,0.5,0.9997737713476542,0.0002262286523457486,0.016348186563272506,0.9836518134367277
39,7.805203468979319,0.16666666666666666,0.3333333333333333,0.5,0.999772812429934,0.00022718757006588624,0.015563350732104587,0.9844366492678955
