,time,beta,alpha,sigma_D,sigma_C,S_c,S_d,I_c,I_d
0,0.0,0.5,0.2,0.6666666666666666,0.16666666666666666,0.09995999999999998,0.89964,3.999999999999999e-05,0.00036
1,0.200133422281521,0.5,0.2,0.6666666666666666,0.16666666666666666,0.09641716628908681,0.9031603995766162,4.5193629829667654e-05,0.00037724050446709796
2,0.400266844563042,0.5,0.2,0.6666666666666666,0.16666666666666666,0.0929871354527849,0.9065668298198495,5.064439613093008e-05,0.00039539033123444565
3,0.600400266844563,0.5,0.2,0.6666666666666666,0.16666666666666666,0.08966722195432357,0.9098619117923642,5.635978345471756e-05,0.00041450646985728603
4,0.800533689126084,0.5,0.2,0.6666666666666666,0.16666666666666666,0.08645475876803436,0.91304824399304,6.234775097530031e-05,0.0004346494879502668
5,1.0006671114076051,0.5,0.2,0.6666666666666666,0.16666666666666666,0.08334708551854267,0.9161284119557652,6.861700089358001e-05,0.0004558855247984309
6,1.200800533689126,0.5,0.2,0.6666666666666666,0.16666666666666666,0.0803415401307417,0.9191050038349093,7.517612646997418e-05,0.00047827990787894506
7,1.400933955970647,0.5,0.2,0.6666666666666666,0.16666666666666666,0.0774354766318475,0.9219805859196867,8.203438461503271e-05,0.0005019030638507706
8,1.601067378252168,0.5,0.2,0.6666666666666666,0.16666666666666666,0.07462627632047374,0.9247576871942926,8.92021897860106e-05,0.0005268342954474981
9,1.801200800533689,0.5,0.2,0.6666666666666666,0.16666666666666666,0.07191133289664098,0.927438822761085,9.66901194445196e-05,0.0005531542228292965
10,2.0013342228152102,0.5,0.2,0.6666666666666666,0.16666666666666666,0.06928807421921533,0.9300264654157305,0.00010450967987511658,0.0005809506851788646
11,2.201467645096731,0.5,0.2,0.6666666666666666,0.16666666666666666,0.06675394360128836,0.9325230696741718,0.00011267267833632481,0.000610314046203322
12,2.401601067378252,0.5,0.2,0.6666666666666666,0.16666666666666666,0.06430643187459019,0.9349310325624847,0.00012119202406944868,0.0006413435388554357
13,2.601734489659773,0.5,0.2,0.6666666666666666,0.16666666666666666,0.061943063525945315,0.9372527108874696,0.00013008132462210433,0.0006741442619626448
14,2.801867911941294,0.5,0.2,0.6666666666666666,0.16666666666666666,0.059661389790707633,0.9394904293925559,0.00013935474966525523,0.0007088260670709382
15,3.002001334222815,0.5,0.2,0.6666666666666666,0.16666666666666666,0.057459018603931766,0.9416464448513768,0.00014902764589041665,0.0007455088988006126
16,3.202134756504336,0.5,0.2,0.6666666666666666,0.16666666666666666,0.055333572310456734,0.9437229966563998,0.00015911565570040536,0.0007843153774426943
17,3.402268178785857,0.5,0.2,0.6666666666666666,0.16666666666666666,0.05328274254952449,0.9457222407694539,0.0001696358550791058,0.0008253808259421891
18,3.602401601067378,0.5,0.2,0.6666666666666666,0.16666666666666666,0.051304253266924046,0.9476462937129495,0.0001806059919604369,0.0008688470281657072
19,3.802535023348899,0.5,0.2,0.6666666666666666,0.16666666666666666,0.04939588338673712,0.9494972056119132,0.000192044959498168,0.0009148660418513422
20,4.0026684456304205,0.5,0.2,0.6666666666666666,0.16666666666666666,0.04755545081527439,0.9512769775575947,0.00020397256346703317,0.0009635990636637401
21,4.202801867911941,0.5,0.2,0.6666666666666666,0.16666666666666666,0.045780827045493834,0.9529875450041817,0.0002164097710782861,0.001015218179245904
22,4.402935290193462,0.5,0.2,0.6666666666666666,0.16666666666666666,0.04406993006828535,0.9546307846147923,0.00022937864101422472,0.0010699066759078124
23,4.603068712474983,0.5,0.2,0.6666666666666666,0.16666666666666666,0.04242072221877109,0.9562085167221379,0.0002429022864646979,0.0011278587726259977
24,4.803202134756504,0.5,0.2,0.6666666666666666,0.16666666666666666,0.04083121741399229,0.9577224961603904,0.00025700506525838456,0.0011892813603585092
25,5.003335557038025,0.5,0.2,0.6666666666666666,0.16666666666666666,0.03929948003366856,0.9591744112423868,0.0002717126893910811,0.0012543960345532046
26,5.203468979319546,0.5,0.2,0.6666666666666666,0.16666666666666666,0.037823623078781975,0.9605658877336817,0.000287052084254088,0.0013234371032818403
27,5.403602401601067,0.5,0.2,0.6666666666666666,0.16666666666666666,0.03640180908480879,0.9618984829864514,0.00030305168465218584,0.0013966562440871932
28,5.603735823882588,0.5,0.2,0.6666666666666666,0.16666666666666666,0.035032249717294094,0.9631736895093335,0.0003197412470263003,0.0014743195263457937
29,5.803869246164109,0.5,0.2,0.6666666666666666,0.16666666666666666,0.03371320484096412,0.9643929291770107,0.00033715222899461473,0.0015567137530302566
30,6.00400266844563,0.5,0.2,0.6666666666666666,0.16666666666666666,0.03244298346097227,0.965557557763225,0.0003553174821898097,0.0016441412936124837
31,6.204136090727151,0.5,0.2,0.6666666666666666,0.16666666666666666,0.031219943398675717,0.9666688640705391,0.0003742713172563216,0.0017369212135285156
32,6.404269513008672,0.5,0.2,0.6666666666666666,0.16666666666666666,0.03004248770049577,0.9677280605645601,0.00039405020767580473,0.0018354015272679383
33,6.604402935290193,0.5,0.2,0.6666666666666666,0.16666666666666666,0.028909067676008697,0.9687362910276119,0.0004146922102278786,0.0019399490861510182
34,6.804536357571714,0.5,0.2,0.6666666666666666,0.16666666666666666,0.027818182641954507,0.9696946302690874,0.0004362369918282407,0.00205095009712931
35,7.004669779853235,0.5,0.2,0.6666666666666666,0.16666666666666666,0.026768373954353296,0.970604074102606,0.0004587266576710654,0.0021688252853692192
36,7.204803202134756,0.5,0.2,0.6666666666666666,0.16666666666666666,0.025758229451509986,0.9714655464703017,0.0004822051555883573,0.002294018922599452
37,7.404936624416277,0.5,0.2,0.6666666666666666,0.16666666666666666,0.0247863836287778,0.9722798997662732,0.0005067182472374626,0.002426998357711154
38,7.605070046697798,0.5,0.2,0.6666666666666666,0.16666666666666666,0.023851509983468654,0.9730479033274095,0.0005323144389941612,0.0025682722501271893
39,7.805203468979319,0.5,0.2,0.6666666666666666,0.16666666666666666,0.022952326053339654,0.9737702509431079,0.0005590443774064177,0.002718378626145577
40,8.005336891260841,0.5,0.2,0.6666666666666666,0.16666666666666666,0.022087594247143936,0.974447562037287,0.0005869607499483847,0.002877882965620038
41,8.205470313542362,0.5,0.2,0.6666666666666666,0.16666666666666666,0.021256113132069713,0.9750803674095556,0.0006161193396998097,0.0030474001186742896
42,8.405603735823883,0.5,0.2,0.6666666666666666,0.16666666666666666,0.020456722456424017,0.97566911757539,0.0006465784164590201,0.0032275815517264473
43,8.605737158105404,0.5,0.2,0.6666666666666666,0.16666666666666666,0.019688304789792214,0.9762141854254841,0.0006783985390760245,0.0034191112456471405
44,8.805870580386925,0.5,0.2,0.6666666666666666,0.16666666666666666,0.01894977715239531,0.9767158502500186,0.0007116436079293382,0.00362272898965631
45,9.006004002668446,0.5,0.2,0.6666666666666666,0.16666666666666666,0.018240093675627903,0.9771743029631863,0.0007463805277382463,0.0038392228334471474
46,9.206137424949967,0.5,0.2,0.6666666666666666,0.16666666666666666,0.0175582467515305,0.9775896473013423,0.0007826790864564639,0.004069426860670233
47,9.406270847231488,0.5,0.2,0.6666666666666666,0.16666666666666666,0.016903262518451347,0.9779618885327146,0.0008206125836820355,0.004314236365151572
48,9.606404269513009,0.5,0.2,0.6666666666666666,0.16666666666666666,0.016274204624682227,0.9782909436791488,0.0008602572876921285,0.004574594408476349
49,9.80653769179453,0.5,0.2,0.6666666666666666,0.16666666666666666,0.015670168145544002,0.9785766238218111,0.0009016933335451633,0.00485151469909917
50,10.00667111407605,0.5,0.2,0.6666666666666666,0.16666666666666666,0.01509028202378609,0.9788186413118121,0.0009450043608137702,0.005146072303587562
51,10.206804536357572,0.5,0.2,0.6666666666666666,0.16666666666666666,0.014533708380968551,0.9790166061765894,0.0009902776506350605,0.005459407791806427
52,10.406937958639093,0.5,0.2,0.6666666666666666,0.16666666666666666,0.013999638265372132,0.9791700108940672,0.0010376048165014512,0.00579274602405865
53,10.607071380920614,0.5,0.2,0.6666666666666666,0.16666666666666666,0.01348729642756512,0.9792782482212312,0.0010870810121295373,0.006147374339073641
