,time,beta,sigma_D,sigma_C,S,I,C,D
0,0.0,0.0,0.29166666666666663,0.5,0.9998,0.0002,0.5,0.5
1,0.200133422281521,0.0,0.29166666666666663,0.5,0.9998056352056882,0.0001943647943115498,0.4875021181162967,0.5124978818837032
2,0.400266844563042,0.0,0.29166666666666663,0.5,0.9998111135033085,0.00018888649669127546,0.4750195806357989,0.5249804193642009
3,0.600400266844563,0.0,0.29166666666666663,0.5,0.9998164373913754,0.0001835626086245412,0.46256796810072015,0.5374320318992799
4,0.800533689126084,0.0,0.29166666666666663,0.5,0.9998216112223282,0.00017838877767171264,0.4501626636012811,0.549837336398719
5,1.0006671114076051,0.0,0.29166666666666663,0.5,0.9998266392267616,0.00017336077323826645,0.43781882448035775,0.5621811755196425
6,1.200800533689126,0.0,0.29166666666666663,0.5,0.9998315255126958,0.000168474487304104,0.425551302220414,0.5744486977795863
7,1.400933955970647,0.0,0.29166666666666663,0.5,0.99983627407548,0.00016372592451993496,0.4133745793385769,0.5866254206614233
8,1.601067378252168,0.0,0.29166666666666663,0.5,0.9998408887969307,0.00015911120306924973,0.4013026980888672,0.598697301911133
9,1.801200800533689,0.0,0.29166666666666663,0.5,0.9998453734495057,0.00015462655049427025,0.3893491998888768,0.6106508001111234
10,2.0013342228152102,0.0,0.29166666666666663,0.5,0.999849731699422,0.00015026830057796934,0.3775270682600509,0.6224729317399492
11,2.201467645096731,0.0,0.29166666666666663,0.5,0.9998539671086405,0.0001460328913595357,0.3658486942725521,0.634151305727448
12,2.401601067378252,0.0,0.29166666666666663,0.5,0.9998580831397946,0.00014191686020534688,0.35432579748994397,0.6456742025100561
13,2.601734489659773,0.0,0.29166666666666663,0.5,0.9998620831584504,0.0001379168415496324,0.34296939092938117,0.6570306090706189
14,2.801867911941294,0.0,0.29166666666666663,0.5,0.9998659704339807,0.00013402956601923168,0.33178979019124466,0.6682102098087555
15,3.002001334222815,0.0,0.29166666666666663,0.5,0.9998697481441559,0.00013025185584415516,0.32079654574178085,0.6792034542582193
16,3.202134756504336,0.0,0.29166666666666663,0.5,0.9998734193771255,0.00012658062287458288,0.30999843545801326,0.6900015645419868
17,3.402268178785857,0.0,0.29166666666666663,0.5,0.9998769871340006,0.00012301286599934345,0.2994034513935511,0.7005965486064489
18,3.602401601067378,0.0,0.29166666666666663,0.5,0.9998804543313535,0.00011954566864655434,0.28901878580444634,0.7109812141955537
19,3.802535023348899,0.0,0.29166666666666663,0.5,0.9998838238034857,0.00011617619651434944,0.27885083848280695,0.7211491615171931
20,4.0026684456304205,0.0,0.29166666666666663,0.5,0.9998870983048594,0.00011290169514055419,0.26890521052974653,0.7310947894702535
21,4.202801867911941,0.0,0.29166666666666663,0.5,0.9998902805121891,0.00010971948781098103,0.2591867268685362,0.7408132731314638
22,4.402935290193462,0.0,0.29166666666666663,0.5,0.9998933730269658,0.00010662697303424198,0.24969942184639815,0.7503005781536018
23,4.603068712474983,0.0,0.29166666666666663,0.5,0.9998963783773787,0.00010362162262142674,0.24044657357172636,0.7595534264282736
24,4.803202134756504,0.0,0.29166666666666663,0.5,0.9998992990201461,0.00010070097985404811,0.23143074511148792,0.768569254888512
25,5.003335557038025,0.0,0.29166666666666663,0.5,0.9999021373426246,9.786265737550107e-05,0.22265380608762614,0.7773461939123739
26,5.203468979319546,0.0,0.29166666666666663,0.5,0.9999048956650052,9.510433499481516e-05,0.21411693520116054,0.7858830647988395
27,5.403602401601067,0.0,0.29166666666666663,0.5,0.9999075762422842,9.242375771576638e-05,0.20582064510324125,0.7941793548967587
28,5.603735823882588,0.0,0.29166666666666663,0.5,0.9999101812658343,8.981873416568219e-05,0.19776484123537677,0.8022351587646233
29,5.803869246164109,0.0,0.29166666666666663,0.5,0.9999127128651226,8.728713487731203e-05,0.18994886328448282,0.8100511367155172
30,6.00400266844563,0.0,0.29166666666666663,0.5,0.999915173109599,8.482689040103092e-05,0.18237150869981783,0.8176284913001821
31,6.204136090727151,0.0,0.29166666666666663,0.5,0.9999175640104833,8.243598951676003e-05,0.17503105807977726,0.8249689419202227
32,6.404269513008672,0.0,0.29166666666666663,0.5,0.9999198875222859,8.01124777140435e-05,0.16792532737992077,0.8320746726200792
33,6.604402935290193,0.0,0.29166666666666663,0.5,0.9999221455444062,7.785445559367602e-05,0.16105170227882723,0.8389482977211727
34,6.804536357571714,0.0,0.29166666666666663,0.5,0.9999243399227072,7.566007729272557e-05,0.15440717631314446,0.8455928236868555
35,7.004669779853235,0.0,0.29166666666666663,0.5,0.9999264724510352,7.352754896483473e-05,0.14798838405466655,0.8520116159453335
36,7.204803202134756,0.0,0.29166666666666663,0.5,0.9999285448726678,7.14551273322644e-05,0.1417916410528983,0.8582083589471017
37,7.404936624416277,0.0,0.29166666666666663,0.5,0.9999305588817534,6.944111824660844e-05,0.13581297588494642,0.8641870241150535
38,7.605070046697798,0.0,0.29166666666666663,0.5,0.9999325161246869,6.748387531303571e-05,0.13004816597078142,0.8699518340292185
39,7.805203468979319,0.0,0.29166666666666663,0.5,0.9999344182014603,6.558179853964502e-05,0.12449276924327247,0.8755072307567274
40,8.005336891260841,0.0,0.29166666666666663,0.5,0.999936266666967,6.373333303302238e-05,0.11914215575073199,0.8808578442492679
41,8.205470313542362,0.0,0.29166666666666663,0.5,0.9999380630322791,6.193696772099021e-05,0.11399153665806681,0.8860084633419332
42,8.405603735823883,0.0,0.29166666666666663,0.5,0.9999398087658785,6.0191234121545935e-05,0.10903599263215678,0.8909640073678432
