,sim_id,time,S,I,C,D
0,0,0,999.0,1.0,500.0,500.0
1,0,1,998.0,2.0,564.0,436.0
2,0,2,810.0,190.0,184.0,816.0
3,0,3,366.0,634.0,183.0,817.0
4,0,4,114.0,886.0,34.0,966.0
5,0,5,29.0,971.0,28.0,972.0
6,0,6,14.0,986.0,28.0,972.0
7,0,7,10.0,990.0,28.0,972.0
8,0,8,5.0,995.0,28.0,972.0
9,0,9,189.0,811.0,28.0,972.0
10,0,10,486.0,514.0,28.0,972.0
11,0,11,494.0,506.0,28.0,972.0
12,0,12,199.0,801.0,28.0,972.0
13,0,13,81.0,919.0,28.0,972.0
14,0,14,26.0,974.0,28.0,972.0
15,0,15,12.0,988.0,28.0,972.0
16,0,16,9.0,991.0,28.0,972.0
17,0,17,149.0,851.0,28.0,972.0
18,0,18,276.0,724.0,28.0,972.0
19,0,19,457.0,543.0,28.0,972.0
20,0,20,233.0,767.0,28.0,972.0
21,0,21,120.0,880.0,28.0,972.0
22,0,22,54.0,946.0,28.0,972.0
23,0,23,22.0,978.0,28.0,972.0
24,0,24,14.0,986.0,28.0,972.0
25,0,25,126.0,874.0,28.0,972.0
26,0,26,232.0,768.0,28.0,972.0
27,0,27,418.0,582.0,28.0,972.0
28,0,28,289.0,711.0,29.0,971.0
29,0,29,154.0,846.0,28.0,972.0
30,0,30,72.0,928.0,28.0,972.0
31,0,31,26.0,974.0,28.0,972.0
32,0,32,9.0,991.0,28.0,972.0
33,0,33,95.0,905.0,28.0,972.0
34,0,34,223.0,777.0,28.0,972.0
35,0,35,413.0,587.0,28.0,972.0
36,0,36,318.0,682.0,28.0,972.0
37,0,37,195.0,805.0,28.0,972.0
38,0,38,99.0,901.0,28.0,972.0
39,0,39,44.0,956.0,28.0,972.0
40,0,40,14.0,986.0,28.0,972.0
41,0,41,44.0,956.0,28.0,972.0
42,0,42,123.0,877.0,28.0,972.0
43,0,43,345.0,655.0,28.0,972.0
44,0,44,313.0,687.0,28.0,972.0
45,0,45,220.0,780.0,28.0,972.0
46,0,46,123.0,877.0,28.0,972.0
47,0,47,70.0,930.0,29.0,971.0
48,0,48,30.0,970.0,28.0,972.0
49,0,49,40.0,960.0,28.0,972.0
50,0,50,103.0,897.0,28.0,972.0
51,0,51,304.0,696.0,28.0,972.0
52,0,52,391.0,609.0,28.0,972.0
53,0,53,257.0,743.0,28.0,972.0
54,0,54,137.0,863.0,28.0,972.0
55,0,55,84.0,916.0,28.0,972.0
56,0,56,47.0,953.0,28.0,972.0
57,0,57,44.0,956.0,28.0,972.0
58,0,58,90.0,910.0,28.0,972.0
59,0,59,198.0,802.0,28.0,972.0
60,0,60,376.0,624.0,28.0,972.0
61,0,61,297.0,703.0,28.0,972.0
62,0,62,172.0,828.0,28.0,972.0
63,0,63,95.0,905.0,28.0,972.0
64,0,64,50.0,950.0,28.0,972.0
65,0,65,38.0,962.0,28.0,972.0
66,0,66,58.0,942.0,28.0,972.0
67,0,67,148.0,852.0,28.0,972.0
68,0,68,339.0,661.0,28.0,972.0
69,0,69,313.0,687.0,28.0,972.0
70,0,70,203.0,797.0,28.0,972.0
71,0,71,118.0,882.0,28.0,972.0
72,0,72,71.0,929.0,28.0,972.0
73,0,73,55.0,945.0,28.0,972.0
74,0,74,50.0,950.0,28.0,972.0
75,0,75,106.0,894.0,28.0,972.0
76,0,76,280.0,720.0,28.0,972.0
77,0,77,298.0,702.0,28.0,972.0
78,0,78,240.0,760.0,28.0,972.0
79,0,79,142.0,858.0,28.0,972.0
80,0,80,93.0,907.0,28.0,972.0
81,0,81,67.0,933.0,28.0,972.0
82,0,82,62.0,938.0,28.0,972.0
83,0,83,100.0,900.0,28.0,972.0
84,0,84,250.0,750.0,28.0,972.0
85,0,85,281.0,719.0,28.0,972.0
86,0,86,263.0,737.0,28.0,972.0
87,0,87,159.0,841.0,28.0,972.0
88,0,88,97.0,903.0,28.0,972.0
89,0,89,68.0,932.0,28.0,972.0
90,0,90,58.0,942.0,28.0,972.0
91,0,91,98.0,902.0,28.0,972.0
92,0,92,233.0,767.0,28.0,972.0
93,0,93,238.0,762.0,28.0,972.0
94,0,94,243.0,757.0,28.0,972.0
95,0,95,190.0,810.0,28.0,972.0
96,0,96,122.0,878.0,28.0,972.0
97,0,97,75.0,925.0,28.0,972.0
98,0,98,55.0,945.0,28.0,972.0
99,0,99,65.0,935.0,28.0,972.0
100,0,100,221.0,779.0,28.0,972.0
101,0,101,302.0,698.0,28.0,972.0
102,0,102,249.0,751.0,28.0,972.0
103,0,103,198.0,802.0,28.0,972.0
104,0,104,151.0,849.0,28.0,972.0
105,0,105,88.0,912.0,28.0,972.0
106,0,106,61.0,939.0,28.0,972.0
107,0,107,53.0,947.0,28.0,972.0
108,0,108,127.0,873.0,28.0,972.0
109,0,109,291.0,709.0,28.0,972.0
110,0,110,301.0,699.0,28.0,972.0
111,0,111,296.0,704.0,28.0,972.0
112,0,112,194.0,806.0,28.0,972.0
113,0,113,116.0,884.0,28.0,972.0
