,time,beta,alpha,sigma_D,sigma_C,S_c,S_d,I_c,I_d,R0
0,0.0,0.5,0.2,0.5,0.9166666666666666,0.2499,0.7497,0.0001,0.0003,-0.8293934345013018
1,0.200133422281521,0.5,0.2,0.5,0.9166666666666666,0.24246833321226396,0.7571178458924808,0.00010336049649535179,0.00031046039876004135,-0.8293934345013018
2,0.400266844563042,0.5,0.2,0.5,0.9166666666666666,0.23518823371534325,0.7643834383797569,0.00010669875920632154,0.0003216291456937885,-0.8293934345013018
3,0.600400266844563,0.5,0.2,0.5,0.9166666666666666,0.22806079488909026,0.771495635061311,0.00011001940443940866,0.0003335506451595875,-0.8293934345013018
4,0.800533689126084,0.5,0.2,0.5,0.9166666666666666,0.22108677555047215,0.7784536265953091,0.00011332686079870772,0.00034627099342027516,-0.8293934345013018
5,1.0006671114076051,0.5,0.2,0.5,0.9166666666666666,0.21426667571375027,0.7852568588034184,0.0001166255583555398,0.00035983992447595345,-0.8293934345013018
6,1.200800533689126,0.5,0.2,0.5,0.9166666666666666,0.2076007309134713,0.7919050384280522,0.00011991990120022061,0.0003743107572765314,-0.8293934345013018
7,1.400933955970647,0.5,0.2,0.5,0.9166666666666666,0.2010889240642807,0.7983981210821766,0.00012321427140895373,0.0003897405821340046,-0.8293934345013018
8,1.601067378252168,0.5,0.2,0.5,0.9166666666666666,0.19473098464834848,0.8047363115224004,0.0001265130332603231,0.00040619079599095323,-0.8293934345013018
9,1.801200800533689,0.5,0.2,0.5,0.9166666666666666,0.18852642350744614,0.8109200288112379,0.00012982054071420732,0.0004237271406019593,-0.8293934345013018
10,2.0013342228152102,0.5,0.2,0.5,0.9166666666666666,0.18247453941255767,0.8169498996018255,0.00013314113931524085,0.0004424198463018121,-0.8293934345013018
11,2.201467645096731,0.5,0.2,0.5,0.9166666666666666,0.17657442641312793,0.8228267499989743,0.0001364791709106667,0.00046234441698736657,-0.8293934345013018
12,2.401601067378252,0.5,0.2,0.5,0.9166666666666666,0.1708249808208843,0.8285515985843989,0.00013983897591559043,0.00048358161880138683,-0.8293934345013018
13,2.601734489659773,0.5,0.2,0.5,0.9166666666666666,0.165224922874085,0.8341256341101493,0.00014322490142619463,0.000506218114339603,-0.8293934345013018
14,2.801867911941294,0.5,0.2,0.5,0.9166666666666666,0.15977280806733996,0.839550203704177,0.00014664130465939386,0.00053034692382376,-0.8293934345013018
15,3.002001334222815,0.5,0.2,0.5,0.9166666666666666,0.15446703022542796,0.8448268097363044,0.0001500925543160559,0.0005560674839516585,-0.8293934345013018
16,3.202134756504336,0.5,0.2,0.5,0.9166666666666666,0.14930583111460227,0.849957099862554,0.000153583033627739,0.0005834859892162199,-0.8293934345013018
17,3.402268178785857,0.5,0.2,0.5,0.9166666666666666,0.14428733058870202,0.8549428354149774,0.00015711714646429465,0.0006127168498564374,-0.8293934345013018
18,3.602401601067378,0.5,0.2,0.5,0.9166666666666666,0.13940953853136256,0.8597858793854111,0.0001606993246585382,0.0006438827585679572,-0.8293934345013018
19,3.802535023348899,0.5,0.2,0.5,0.9166666666666666,0.13467036232954452,0.8644881883940011,0.000164334032603669,0.0006771152438509744,-0.8293934345013018
20,4.0026684456304205,0.5,0.2,0.5,0.9166666666666666,0.130067587042165,0.8690518322454155,0.00016802576845424545,0.0007125549439654603,-0.8293934345013018
21,4.202801867911941,0.5,0.2,0.5,0.9166666666666666,0.1255989128942841,0.8734789555335689,0.0001717790714944236,0.0007503525006527107,-0.8293934345013018
22,4.402935290193462,0.5,0.2,0.5,0.9166666666666666,0.12126197074423296,0.8777717610621628,0.00017559851785067947,0.0007906696757537005,-0.8293934345013018
23,4.603068712474983,0.5,0.2,0.5,0.9166666666666666,0.11705432690858704,0.8819325046359318,0.00017948872748433335,0.0008336797279970872,-0.8293934345013018
24,4.803202134756504,0.5,0.2,0.5,0.9166666666666666,0.11297348648950066,0.8859634906982343,0.00018345437330795358,0.0008795684389572309,-0.8293934345013018
25,5.003335557038025,0.5,0.2,0.5,0.9166666666666666,0.10901690438791964,0.8898670605165451,0.0001875001847793038,0.0009285349107562361,-0.8293934345013018
26,5.203468979319546,0.5,0.2,0.5,0.9166666666666666,0.10518199607684031,0.8936455804655543,0.0001916309488185093,0.0009807925087871277,-0.8293934345013018
27,5.403602401601067,0.5,0.2,0.5,0.9166666666666666,0.1014661436916334,0.8973014347159628,0.00019585151328187244,0.00103657007912225,-0.8293934345013018
28,5.603735823882588,0.5,0.2,0.5,0.9166666666666666,0.09786670574620254,0.9008370147667236,0.0002001667926042024,0.0010961126944699564,-0.8293934345013018
29,5.803869246164109,0.5,0.2,0.5,0.9166666666666666,0.09438102123528684,0.9042547136529263,0.00020458177079470355,0.0011596833409923187,-0.8293934345013018
30,6.00400266844563,0.5,0.2,0.5,0.9166666666666666,0.09100641977719737,0.9075569151050001,0.00020910150548736228,0.0012275636123152554,-0.8293934345013018
31,6.204136090727151,0.5,0.2,0.5,0.9166666666666666,0.08774022463096058,0.9107459886193137,0.0002137311316355799,0.0013000556180903042,-0.8293934345013018
32,6.404269513008672,0.5,0.2,0.5,0.9166666666666666,0.08457976094733446,0.9138242802045099,0.0002184758653341493,0.0013774829828216417,-0.8293934345013018
33,6.604402935290193,0.5,0.2,0.5,0.9166666666666666,0.0815223586983148,0.9167941073040765,0.00022334100696931708,0.0014601929906394612,-0.8293934345013018
34,6.804536357571714,0.5,0.2,0.5,0.9166666666666666,0.07856535959804185,0.919657750673009,0.00022833194511293599,0.0015485577838363627,-0.8293934345013018
