,reward,sucker,temptation,punishment,type
0,1,-0.5,1.4999191919191919,-8.080808080808082e-05,1
1,1,-0.5,1.4999079576531515,-9.204234684844443e-05,1
2,1,-0.5,1.4998947153248672,-0.00010528467513272726,1
3,1,-0.5,1.4998790473613306,-0.00012095263866937377,1
4,1,-0.5,1.499860440047136,-0.0001395599528639192,1
5,1,-0.5,1.499838260589451,-0.00016173941054917174,1
6,1,-0.5,1.49981172651341,-0.00018827348658997982,1
7,1,-0.5,1.4997798706115273,-0.00022012938847260606,1
8,1,-0.5,1.4997414893792937,-0.00025851062070618186,1
9,1,-0.5,1.4996950877272013,-0.0003049122727988283,1
10,1,-0.5,1.4996388019995077,-0.00036119800049220206,1
11,1,-0.5,1.4995703045961462,-0.0004296954038539394,1
12,1,-0.5,1.4994866836084495,-0.0005133163915505454,1
13,1,-0.5,1.4993842903474437,-0.0006157096525563636,1
14,1,-0.5,1.4992585504066132,-0.0007414495933868688,1
15,1,-0.5,1.4991037095353978,-0.0008962904646021415,1
16,1,-0.5,1.498912534538421,-0.0010874654615789497,1
17,1,-0.5,1.498675921457314,-0.0013240785426861012,1
18,1,-0.5,1.498382409783238,-0.0016175902167621012,1
19,1,-0.5,1.4980175638575137,-0.0019824361424862227,1
20,1,-0.5,1.4975632090368258,-0.0024367909631742633,1
21,1,-0.5,1.4969964853875637,-0.003003514612436283,1
22,1,-0.5,1.4962886855213868,-0.003711314478613091,1
23,1,-0.5,1.495403822561017,-0.004596177438983071,1
24,1,-0.5,1.494296951869615,-0.005703048130385051,1
25,1,-0.5,1.4929121899854252,-0.007087810014574828,1
26,1,-0.5,1.4911804749786324,-0.008819525021367557,1
27,1,-0.5,1.489017160312758,-0.010982839687242021,1
28,1,-0.5,1.4863196153869618,-0.013680384613038186,1
29,1,-0.5,1.4829652528231396,-0.017034747176860363,1
30,1,-0.5,1.47881039775735,-0.02118960224265002,1
31,1,-0.5,1.4736910700759194,-0.026308929924080612,1
32,1,-0.5,1.4674266619292173,-0.032573338070782554,1
33,1,-0.5,1.459828128919468,-0.040171871080531996,1
34,1,-0.5,1.4507121018886013,-0.0492878981113987,1
35,1,-0.5,1.439922005195413,-0.06007799480458716,1
36,1,-0.5,1.4273559355223084,-0.07264406447769155,1
37,1,-0.5,1.4129987511476352,-0.08700124885236482,1
38,1,-0.5,1.3969527387417318,-0.10304726125826834,1
39,1,-0.5,1.3794584777459704,-0.12054152225402967,1
40,1,-0.5,1.3608965636557637,-0.13910343634423616,1
41,1,-0.5,1.3417638282968603,-0.15823617170313978,1
42,1,-0.5,1.3226244845970785,-0.17737551540292154,1
43,1,-0.5,1.3040452563342484,-0.1959547436657516,1
44,1,-0.5,1.286529675600672,-0.2134703243993279,1
45,1,-0.5,1.2704671877215847,-0.22953281227841527,1
46,1,-0.5,1.2561068995592044,-0.2438931004407957,1
47,1,-0.5,1.2435574071118058,-0.2564425928881941,1
48,1,-0.5,1.2328065730179638,-0.2671934269820363,1
49,1,-0.5,1.2237523075990375,-0.2762476924009626,1
50,1,-0.5,1.2162352931366291,-0.2837647068633709,1
51,1,-0.5,1.2100678225159311,-0.2899321774840688,1
52,1,-0.5,1.2050558438286785,-0.29494415617132147,1
53,1,-0.5,1.2010137923258648,-0.29898620767413525,1
54,1,-0.5,1.1977732325437185,-0.30222676745628146,1
55,1,-0.5,1.1951868214152137,-0.3048131785847862,1
56,1,-0.5,1.1931291119482594,-0.30687088805174056,1
57,1,-0.5,1.191495445893448,-0.3085045541065521,1
58,1,-0.5,1.190199855413572,-0.309800144586428,1
59,1,-0.5,1.189172541293397,-0.3108274587066032,1
60,1,-0.5,1.1883573550144173,-0.31164264498558275,1
61,1,-0.5,1.1877094449040122,-0.3122905550959879,1
62,1,-0.5,1.1871931816468868,-0.31280681835311314,1
63,1,-0.5,1.186780381892452,-0.31321961810754806,1
64,1,-0.5,1.1864488272306135,-0.31355117276938643,1
65,1,-0.5,1.1861810461784887,-0.31381895382151126,1
66,1,-0.5,1.185963328626694,-0.314036671373306,1
67,1,-0.5,1.1857849327775243,-0.3142150672224758,1
68,1,-0.5,1.1856374521350368,-0.3143625478649633,1
69,1,-0.5,1.1855143137828656,-0.3144856862171344,1
70,1,-0.5,1.1854103814216508,-0.3145896185783492,1
71,1,-0.5,1.1853216428674138,-0.3146783571325862,1
72,1,-0.5,1.1852449645602525,-0.31475503543974753,1
73,1,-0.5,1.1851778989342026,-0.3148221010657975,1
74,1,-0.5,1.1851185337284633,-0.3148814662715366,1
75,1,-0.5,1.1850653741276471,-0.3149346258723528,1
76,1,-0.5,1.1850172505295908,-0.3149827494704091,1
77,1,-0.5,1.184973247549969,-0.3150267524500309,1
78,1,-0.5,1.184932646850849,-0.31506735314915096,1
79,1,-0.5,1.184894883609393,-0.31510511639060684,1
80,1,-0.5,1.1848595130916648,-0.3151404869083351,1
81,1,-0.5,1.184826184553818,-0.31517381544618206,1
82,1,-0.5,1.1847946196246393,-0.3152053803753607,1
83,1,-0.5,1.1847645967685096,-0.31523540323149046,1
84,1,-0.5,1.1847359386795782,-0.3152640613204218,1
85,1,-0.5,1.184708502334756,-0.3152914976652439,1
86,1,-0.5,1.1846821720234368,-0.31531782797656305,1
87,1,-0.5,1.1846568532130677,-0.3153431467869324,1
88,1,-0.5,1.1846324677191995,-0.31536753228080044,1
89,1,-0.5,1.1846089502491188,-0.3153910497508813,1
90,1,-0.5,1.18458624590838,-0.3154137540916199,1
91,1,-0.5,1.184564307861773,-0.3154356921382271,1
92,1,-0.5,1.184543095635356,-0.31545690436464396,1
93,1,-0.5,1.184522573502927,-0.315477426497073,1
94,1,-0.5,1.1845027101692058,-0.31549728983079406,1
95,1,-0.5,1.1844834780908486,-0.31551652190915136,1
96,1,-0.5,1.184464851585,-0.315535148415,1
97,1,-0.5,1.1844468074739658,-0.3155531925260341,1
98,1,-0.5,1.184429323685272,-0.3155706763147278,1
99,1,-0.5,1.1844123812776481,-0.3155876187223519,1
100,1,-0.5,1.1843959606810226,-0.3156040393189774,1
101,1,-0.5,1.1843800447467532,-0.3156199552532469,1
102,1,-0.5,1.1843646165331818,-0.3156353834668183,1
103,1,-0.5,1.1843496603611408,-0.31565033963885925,1
104,1,-0.5,1.1843351606130108,-0.31566483938698914,1
105,1,-0.5,1.18432110318115,-0.31567889681885,1
106,1,-0.5,1.184307473900521,-0.31569252609947884,1
107,1,-0.5,1.1842942596636834,-0.3157057403363167,1
108,1,-0.5,1.1842814473503736,-0.31571855264962634,1
109,1,-0.5,1.1842690248068488,-0.31573097519315124,1
110,1,-0.5,1.1842569796272795,-0.31574302037272045,1
111,1,-0.5,1.1842453003228988,-0.3157546996771012,1
112,1,-0.5,1.1842339757698226,-0.3157660242301775,1
113,1,-0.5,1.1842229948516974,-0.3157770051483026,1
114,1,-0.5,1.1842123474211028,-0.3157876525788971,1
115,1,-0.5,1.1842020232106312,-0.31579797678936894,1
116,1,-0.5,1.184192011935937,-0.31580798806406296,1
117,1,-0.5,1.1841823045708404,-0.3158176954291595,1
118,1,-0.5,1.1841728915012282,-0.3158271084987719,1
119,1,-0.5,1.1841637638444564,-0.3158362361555436,1
120,1,-0.5,1.1841549128976065,-0.31584508710239345,1
121,1,-0.5,1.1841463303962119,-0.3158536696037881,1
122,1,-0.5,1.184138008220893,-0.315861991779107,1
123,1,-0.5,1.1841299382449442,-0.3158700617550558,1
124,1,-0.5,1.1841221129306017,-0.3158778870693984,1
125,1,-0.5,1.1841145250747183,-0.3158854749252818,1
126,1,-0.5,1.1841071675656205,-0.3158928324343795,1
127,1,-0.5,1.1841000331294103,-0.31589996687058985,1
128,1,-0.5,1.1840931149790834,-0.3159068850209166,1
129,1,-0.5,1.1840864065622854,-0.3159135934377147,1
130,1,-0.5,1.1840799015087358,-0.3159200984912643,1
131,1,-0.5,1.184073593554262,-0.315926406445738,1
132,1,-0.5,1.1840674766948216,-0.3159325233051783,1
133,1,-0.5,1.184061545132526,-0.315938454867474,1
134,1,-0.5,1.184055793266704,-0.3159442067332961,1
135,1,-0.5,1.18405021561861,-0.31594978438139015,1
136,1,-0.5,1.1840448069682508,-0.31595519303174924,1
137,1,-0.5,1.1840395622662834,-0.3159604377337167,1
138,1,-0.5,1.1840344766177362,-0.31596552338226386,1
139,1,-0.5,1.1840295451345204,-0.31597045486547953,1
140,1,-0.5,1.1840247631774283,-0.31597523682257167,1
141,1,-0.5,1.1840201262748469,-0.31597987372515307,1
142,1,-0.5,1.1840156301023694,-0.3159843698976305,1
143,1,-0.5,1.184011270477207,-0.31598872952279305,1
144,1,-0.5,1.1840070433298377,-0.31599295667016214,1
145,1,-0.5,1.184002944425677,-0.315997055574323,1
146,1,-0.5,1.1839989696808493,-0.3160010303191506,1
147,1,-0.5,1.1839951151314771,-0.31600488486852296,1
148,1,-0.5,1.183991376865191,-0.3160086231348089,1
149,1,-0.5,1.1839877510102417,-0.3160122489897582,1
150,1,-0.5,1.1839842337329187,-0.3160157662670812,1
151,1,-0.5,1.183980822766563,-0.3160191772334372,1
152,1,-0.5,1.183977517871484,-0.316022482128516,1
153,1,-0.5,1.183974312707941,-0.31602568729205904,1
154,1,-0.5,1.1839712038652828,-0.31602879613471724,1
155,1,-0.5,1.183968189527992,-0.31603181047200785,1
156,1,-0.5,1.1839652669838212,-0.3160347330161788,1
157,1,-0.5,1.1839624326125202,-0.31603756738747985,1
158,1,-0.5,1.1839596839673878,-0.3160403160326121,1
159,1,-0.5,1.1839570185623243,-0.3160429814376758,1
160,1,-0.5,1.1839544342945145,-0.3160455657054854,1
161,1,-0.5,1.1839519283116429,-0.3160480716883572,1
162,1,-0.5,1.183949498089408,-0.316050501910592,1
163,1,-0.5,1.1839471413743852,-0.31605285862561483,1
164,1,-0.5,1.183944856022514,-0.31605514397748596,1
165,1,-0.5,1.1839426399758013,-0.31605736002419865,1
166,1,-0.5,1.183940491073061,-0.31605950892693885,1
