,time,sigma,beta,S,I,C,D
0,0.0,0.9400000000000001,0.55,0.9998,0.0002,0.5,0.5
1,0.5016722408026756,0.9400000000000001,0.55,0.9997747649668249,0.00022523503317511617,0.479117508563993,0.5208824914360071
2,1.0033444816053512,0.9400000000000001,0.55,0.9997454233526086,0.0002545766473915451,0.4583087806920499,0.5416912193079501
3,1.5050167224080266,0.9400000000000001,0.55,0.9997112187524376,0.00028878124756252343,0.43764569965107514,0.5623543003489249
4,2.0066889632107023,0.9400000000000001,0.55,0.9996712441538907,0.00032875584610941253,0.41719813775326464,0.5828018622467354
5,2.508361204013378,0.9400000000000001,0.55,0.9996244115706715,0.0003755884293286721,0.39703306189985427,0.6029669381001457
6,3.0100334448160533,0.9400000000000001,0.55,0.9995694128933909,0.00043058710660934273,0.37721368446173426,0.6227863155382658
7,3.511705685618729,0.9400000000000001,0.55,0.9995046765262265,0.0004953234737736694,0.3577987686830156,0.6422012313169844
8,4.013377926421405,0.9400000000000001,0.55,0.9994283059434047,0.0005716940565955559,0.3388419177425965,0.6611580822574035
9,4.51505016722408,0.9400000000000001,0.55,0.9993380167699888,0.0006619832300113416,0.32039120888814177,0.6796087911118582
10,5.016722408026756,0.9400000000000001,0.55,0.9992310519263241,0.0007689480736760625,0.3024887943303121,0.6975112056696879
11,5.518394648829432,0.9400000000000001,0.55,0.9991040808097292,0.0008959191902709265,0.28517070403034545,0.7148292959696547
12,6.020066889632107,0.9400000000000001,0.55,0.9989530767149147,0.0010469232850854142,0.26846677780257705,0.731533222197423
13,6.521739130434782,0.9400000000000001,0.55,0.9987731665270171,0.0012268334729830504,0.25240072298368965,0.7475992770163105
14,7.023411371237458,0.9400000000000001,0.55,0.9985584646315557,0.0014415353684444335,0.23699021607325363,0.7630097839267465
15,7.525083612040134,0.9400000000000001,0.55,0.9983018292623368,0.0016981707376633292,0.22224728526750087,0.7777527147324992
16,8.02675585284281,0.9400000000000001,0.55,0.9979946133290463,0.0020053866709538403,0.20817858354112534,0.7918214164588747
17,8.528428093645484,0.9400000000000001,0.55,0.9976263422280124,0.0023736577719878117,0.1947857154183285,0.8052142845816715
18,9.03010033444816,0.9400000000000001,0.55,0.9971843277997808,0.0028156722002193975,0.1820658155083093,0.8179341844916909
19,9.531772575250836,0.9400000000000001,0.55,0.9966531969107556,0.00334680308924453,0.170011945449528,0.8299880545504721
20,10.033444816053512,0.9400000000000001,0.55,0.996014332478029,0.003985667521971239,0.15861360615449943,0.8413863938455006
21,10.535117056856187,0.9400000000000001,0.55,0.9952452037731272,0.004754796226872954,0.1478572389656737,0.8521427610343264
22,11.036789297658864,0.9400000000000001,0.55,0.9943185652091271,0.005681434790873141,0.1377267061839812,0.8622732938160189
23,11.538461538461538,0.9400000000000001,0.55,0.9932015069804906,0.006798493019509634,0.12820376025151736,0.8717962397484827
24,12.040133779264213,0.9400000000000001,0.55,0.9918543417639076,0.008145658236092548,0.11926848914830536,0.8807315108516949
25,12.54180602006689,0.9400000000000001,0.55,0.990229305672534,0.009770694327466224,0.11089973020468682,0.8891002697953133
26,13.043478260869565,0.9400000000000001,0.55,0.9882690676232326,0.011730932376767577,0.10307545163732527,0.896924548362675
27,13.545150501672241,0.9400000000000001,0.55,0.9859050315692024,0.014094968430797862,0.0957730958333774,0.9042269041666228
28,14.046822742474916,0.9400000000000001,0.55,0.9830554707449581,0.0169445292550422,0.08896988938827569,0.9110301106117246
29,14.548494983277592,0.9400000000000001,0.55,0.9796235131300309,0.0203764868699694,0.08264311456441979,0.9173568854355805
30,15.050167224080267,0.9400000000000001,0.55,0.9754950730378111,0.024504926962189248,0.07677034464926638,0.9232296553507338
31,15.551839464882944,0.9400000000000001,0.55,0.9705368877496928,0.029463112250307528,0.07132964495891847,0.9286703550410819
32,16.05351170568562,0.9400000000000001,0.55,0.9645948334188531,0.03540516658114727,0.06629973922178631,0.9337002607782138
33,16.555183946488295,0.9400000000000001,0.55,0.9574929712396963,0.0425070287603041,0.06166014401422977,0.9383398559857703
34,17.05685618729097,0.9400000000000001,0.55,0.949033632810539,0.05096636718946136,0.05739126999892721,0.9426087300010728
35,17.558528428093645,0.9400000000000001,0.55,0.9389992819520384,0.061000718047961915,0.05347449258373961,0.9465255074162604
36,18.06020066889632,0.9400000000000001,0.55,0.9271568555219613,0.07284314447803918,0.049892191705385995,0.950107808294614
37,18.561872909698998,0.9400000000000001,0.55,0.9132655167773704,0.08673448322262986,0.046627760039191044,0.9533722399608089
38,19.06354515050167,0.9400000000000001,0.55,0.897088498519377,0.10291150148062334,0.0436655791204227,0.9563344208795771
39,19.565217391304348,0.9400000000000001,0.55,0.8784097950305049,0.12159020496949546,0.04099096444187113,0.9590090355581287
40,20.066889632107024,0.9400000000000001,0.55,0.8570556095201092,0.14294439047989121,0.03859007988741035,0.9614099201125895
41,20.568561872909697,0.9400000000000001,0.55,0.8329199955396215,0.1670800044603789,0.03644982272959178,0.963550177270408
42,21.070234113712374,0.9400000000000001,0.55,0.8059920217325628,0.19400797826743763,0.03455768623957882,0.9654423137604209
43,21.57190635451505,0.9400000000000001,0.55,0.7763814989180239,0.22361850108197667,0.032901606006705254,0.9670983939932943
44,22.073578595317727,0.9400000000000001,0.55,0.7443379149883815,0.25566208501161897,0.03146980252552445,0.9685301974744752
45,22.5752508361204,0.9400000000000001,0.55,0.7102575880921707,0.2897424119078299,0.03025063384251639,0.9697493661574833
46,23.076923076923077,0.9400000000000001,0.55,0.6746744894169467,0.3253255105830538,0.029232474779125966,0.9707675252208737
