,time,sigma,beta,S,I,C,D
0,0.0,0.38,0.41000000000000003,0.9998,0.0002,0.5,0.5
1,0.5016722408026756,0.38,0.41000000000000003,0.9997922785121004,0.0002077214878995258,0.47911244514750195,0.5208875548524979
2,1.0033444816053512,0.38,0.41000000000000003,0.9997836535248116,0.0002163464751883254,0.4582977402030089,0.5417022597969909
3,1.5050167224080266,0.38,0.41000000000000003,0.9997740113242133,0.00022598867578669415,0.43762771883968,0.5623722811603197
4,2.0066889632107023,0.38,0.41000000000000003,0.9997632287731095,0.0002367712268905406,0.41717216653214456,0.5828278334678553
5,2.508361204013378,0.38,0.41000000000000003,0.9997511672222537,0.00024883277774631846,0.39699795348666767,0.6030020465133321
6,3.0100334448160533,0.38,0.41000000000000003,0.9997376702641204,0.0002623297358795247,0.37716818875367397,0.6228318112463259
7,3.511705685618729,0.38,0.41000000000000003,0.9997225613760639,0.00027743862393606375,0.35774151816898786,0.642258481831012
8,4.013377926421405,0.38,0.41000000000000003,0.9997056407884013,0.0002943592115986051,0.3387714196021118,0.661228580397888
9,4.51505016722408,0.38,0.41000000000000003,0.999686682494181,0.00031331750581901164,0.3203058243002582,0.6796941756997417
10,5.016722408026756,0.38,0.41000000000000003,0.9996654304043908,0.00033456959560918676,0.3023867231836413,0.6976132768163587
11,5.518394648829432,0.38,0.41000000000000003,0.9996415940868818,0.0003584059131180904,0.28504996343820493,0.714950036561795
12,6.020066889632107,0.38,0.41000000000000003,0.9996148438925987,0.00038515610740125905,0.2683251772934182,0.7316748227065819
13,6.521739130434782,0.38,0.41000000000000003,0.9995848053456641,0.000415194654335932,0.2522358376559845,0.7477641623440155
14,7.023411371237458,0.38,0.41000000000000003,0.9995510531794713,0.0004489468205285955,0.2367993551905452,0.7632006448094549
15,7.525083612040134,0.38,0.41000000000000003,0.9995131034445724,0.00048689655542741235,0.22202745062505538,0.7779725493749448
16,8.02675585284281,0.38,0.41000000000000003,0.9994704056427601,0.0005295943572397837,0.20792643565575178,0.7920735643442484
17,8.528428093645484,0.38,0.41000000000000003,0.9994223334072382,0.0005776665927616255,0.19449752289588051,0.8055024771041196
18,9.03010033444816,0.38,0.41000000000000003,0.9993681735521328,0.0006318264478670862,0.18173740212041997,0.8182625978795801
19,9.531772575250836,0.38,0.41000000000000003,0.9993071139162092,0.0006928860837907318,0.16963863363905274,0.8303613663609474
20,10.033444816053512,0.38,0.41000000000000003,0.9992382294020931,0.0007617705979068292,0.15819014942716633,0.8418098505728338
21,10.535117056856187,0.38,0.41000000000000003,0.9991604660795947,0.0008395339204051232,0.14737774888500524,0.8526222511149949
22,11.036789297658864,0.38,0.41000000000000003,0.9990726230537157,0.0009273769462840862,0.13718457005210774,0.8628154299478923
23,11.538461538461538,0.38,0.41000000000000003,0.9989733318239864,0.0010266681760133516,0.12759154987268181,0.8724084501273183
24,12.040133779264213,0.38,0.41000000000000003,0.9988610327971202,0.0011389672028795828,0.1185778594471966,0.8814221405528034
25,12.54180602006689,0.38,0.41000000000000003,0.9987339484314093,0.0012660515685905037,0.1101213059006431,0.8898786940993569
26,13.043478260869565,0.38,0.41000000000000003,0.998590053248084,0.0014099467519157547,0.10219870708703062,0.8978012929129694
27,13.545150501672241,0.38,0.41000000000000003,0.9984270386566698,0.00157296134333002,0.09478621794213618,0.9052137820578638
28,14.046822742474916,0.38,0.41000000000000003,0.9982422744221296,0.0017577255778700174,0.08785963052484597,0.9121403694751541
29,14.548494983277592,0.38,0.41000000000000003,0.9980327632364034,0.001967236763596194,0.08139463233185963,0.9186053676681404
30,15.050167224080267,0.38,0.41000000000000003,0.9977950912248332,0.0022049087751664226,0.07536703269106278,0.9246329673089373
31,15.551839464882944,0.38,0.41000000000000003,0.9975253700365699,0.0024746299634297066,0.06975295195176807,0.9302470480482319
32,16.05351170568562,0.38,0.41000000000000003,0.9972191725441164,0.0027808274558832925,0.06452898235746708,0.9354710176425329
33,16.555183946488295,0.38,0.41000000000000003,0.9968714602485816,0.003128539751418067,0.05967231644423737,0.9403276835557626
34,17.05685618729097,0.38,0.41000000000000003,0.9964765001157481,0.0035234998842515746,0.05516085494683052,0.9448391450531695
35,17.558528428093645,0.38,0.41000000000000003,0.9960277737538997,0.003972226246100025,0.050973283000292045,0.9490267169997079
36,18.06020066889632,0.38,0.41000000000000003,0.9955178720654116,0.004482127934588173,0.04708913536084022,0.9529108646391597
37,18.561872909698998,0.38,0.41000000000000003,0.9949383804533402,0.0050616195466596636,0.04348883519409051,0.9565111648059095
38,19.06354515050167,0.38,0.41000000000000003,0.9942797502344919,0.0057202497655080035,0.040153719310717595,0.9598462806892823
39,19.565217391304348,0.38,0.41000000000000003,0.9935311550847278,0.0064688449152720436,0.037066051971926146,0.9629339480280737
40,20.066889632107024,0.38,0.41000000000000003,0.9926803318078794,0.0073196681921205275,0.03420902964689274,0.9657909703531071
41,20.568561872909697,0.38,0.41000000000000003,0.9917134082922022,0.008286591707797745,0.03156676869221548,0.9684332313077845
42,21.070234113712374,0.38,0.41000000000000003,0.990614712710017,0.009385287289982936,0.029124291959795306,0.9708757080402045
43,21.57190635451505,0.38,0.41000000000000003,0.9893665704227491,0.0106334295772508,0.026867505710646392,0.9731324942893534
44,22.073578595317727,0.38,0.41000000000000003,0.9879490827164444,0.012050917283555443,0.0247831741708524,0.9752168258291475
45,22.5752508361204,0.38,0.41000000000000003,0.9863398980568914,0.013660101943108524,0.022858888196715353,0.9771411118032846
