,time,beta,alpha,sigma_D,sigma_C,S_c,S_d,I_c,I_d
0,0.0,0.9166666666666666,0.2,1.0,0.5,0.09995999999999998,0.89964,3.999999999999999e-05,0.00036
1,0.200133422281521,0.9166666666666666,0.2,1.0,0.5,0.09641187966324281,0.9031353624181984,4.827480786150839e-05,0.0004044831106973296
2,0.400266844563042,0.9166666666666666,0.2,1.0,0.5,0.09297634692140687,0.9065113367779459,5.746910111879237e-05,0.0004548471995284577
3,0.600400266844563,0.9166666666666666,0.2,1.0,0.5,0.08965065933046194,0.9097697230945249,6.76755950988771e-05,0.0005119419799143209
4,0.800533689126084,0.9166666666666666,0.2,1.0,0.5,0.08643215198742167,0.9129121342160892,7.899485560482185e-05,0.0005767189408843379
5,1.0006671114076051,0.9166666666666666,0.2,1.0,0.5,0.08331813979021757,0.9159400469161819,9.153917561841744e-05,0.0006502741179819176
6,1.200800533689126,0.9166666666666666,0.2,1.0,0.5,0.08030594389658062,0.918854753657449,0.00010543361834646688,0.0007338688276238753
7,1.400933955970647,0.9166666666666666,0.2,1.0,0.5,0.07739289708764764,0.9216573321874832,0.00012081730153820581,0.0008289534233307419
8,1.601067378252168,0.9166666666666666,0.2,1.0,0.5,0.07457634758278146,0.9243486109010348,0.00013784492700680712,0.0009371965891767442
9,1.801200800533689,0.9166666666666666,0.2,1.0,0.5,0.07185366296126891,0.9269291423979283,0.00015668749910338836,0.0010605071416991785
10,2.0013342228152102,0.9166666666666666,0.2,1.0,0.5,0.06922223396446704,0.9293991448087545,0.00017753527589373116,0.001201085950884571
11,2.201467645096731,0.9166666666666666,0.2,1.0,0.5,0.06667947730697349,0.9317584574413827,0.00020059944138466854,0.0013614658102589253
12,2.401601067378252,0.9166666666666666,0.2,1.0,0.5,0.06422283799591305,0.9340064945281519,0.00022611391944451765,0.0015445535564903104
13,2.601734489659773,0.9166666666666666,0.2,1.0,0.5,0.06184979283311686,0.9361421695245781,0.00025433831690578856,0.0017536993253991825
14,2.801867911941294,0.9166666666666666,0.2,1.0,0.5,0.05955785140618256,0.9381638315515755,0.0002855602993872259,0.0019927567428546923
15,3.002001334222815,0.9166666666666666,0.2,1.0,0.5,0.057344559529511084,0.9400691687152803,0.00032009922473548403,0.0022661725304729315
16,3.202134756504336,0.9166666666666666,0.2,1.0,0.5,0.055207498432516385,0.9418551387045418,0.0003583081140248562,0.002579054748916793
17,3.402268178785857,0.9166666666666666,0.2,1.0,0.5,0.05314428769293704,0.9435178505312107,0.000400577770214954,0.0029372840056371406
18,3.602401601067378,0.9166666666666666,0.2,1.0,0.5,0.051152585862914934,0.9450524448025988,0.00044734042521117205,0.0033476289092750676
19,3.802535023348899,0.9166666666666666,0.2,1.0,0.5,0.049230091242745855,0.946452949199148,0.0004990739831819898,0.003817885574924078
