,time,beta,sigma_D,sigma_C,S,I,C,D
0,0.0,0.3333333333333333,0.20833333333333331,0.5,0.9998,0.0002,0.5,0.5
1,0.200133422281521,0.3333333333333333,0.20833333333333331,0.5,0.9997975604536022,0.00020243954639783605,0.4875014360740965,0.5124985639259032
2,0.400266844563042,0.3333333333333333,0.20833333333333331,0.5,0.9997949875858798,0.00020501241412026352,0.4750185307723847,0.5249814692276149
3,0.600400266844563,0.3333333333333333,0.20833333333333331,0.5,0.9997922746402611,0.0002077253597389457,0.46256685932590835,0.5374331406740913
4,0.800533689126084,0.3333333333333333,0.20833333333333331,0.5,0.9997894159207877,0.0002105840792122574,0.45016180143020035,0.5498381985697993
5,1.0006671114076051,0.3333333333333333,0.20833333333333331,0.5,0.9997864055209725,0.0002135944790276041,0.43781850880148754,0.5621814911985121
6,1.200800533689126,0.3333333333333333,0.20833333333333331,0.5,0.9997832373100035,0.00021676268999661676,0.42555182567243366,0.574448174327566
7,1.400933955970647,0.3333333333333333,0.20833333333333331,0.5,0.9997799049350667,0.00022009506493340063,0.41337622561484755,0.5866237743851521
8,1.601067378252168,0.3333333333333333,0.20833333333333331,0.5,0.9997764018070999,0.0002235981929002862,0.4013057404291241,0.5986942595708756
9,1.801200800533689,0.3333333333333333,0.20833333333333331,0.5,0.9997727210938332,0.00022727890616701678,0.3893538994937863,0.6106461005062135
10,2.0013342228152102,0.3333333333333333,0.20833333333333331,0.5,0.9997688557110378,0.0002311442889624819,0.3775336731884206,0.6224663268115792
11,2.201467645096731,0.3333333333333333,0.20833333333333331,0.5,0.9997647983166591,0.0002352016833411632,0.3658574382792143,0.6341425617207855
12,2.401601067378252,0.3333333333333333,0.20833333333333331,0.5,0.9997605412951521,0.0002394587048481402,0.35433689783212513,0.6456631021678748
13,2.601734489659773,0.3333333333333333,0.20833333333333331,0.5,0.9997560767503132,0.00024392324968710777,0.34298304971579624,0.6570169502842037
14,2.801867911941294,0.3333333333333333,0.20833333333333331,0.5,0.9997513964981212,0.00024860350187910746,0.33180619188060784,0.6681938081193921
15,3.002001334222815,0.3333333333333333,0.20833333333333331,0.5,0.9997464920522788,0.00025350794772149767,0.3208158576314284,0.6791841423685715
16,3.202134756504336,0.3333333333333333,0.20833333333333331,0.5,0.9997413546144277,0.0002586453855725451,0.31002080666844756,0.6899791933315524
17,3.402268178785857,0.3333333333333333,0.20833333333333331,0.5,0.9997359750615096,0.0002640249384907007,0.29942901320712606,0.700570986792874
18,3.602401601067378,0.3333333333333333,0.20833333333333331,0.5,0.9997303439341905,0.00026965606580984857,0.289047651198333,0.7109523488016671
19,3.802535023348899,0.3333333333333333,0.20833333333333331,0.5,0.9997244514231617,0.0002755485768386716,0.27888310255783577,0.7211168974421643
20,4.0026684456304205,0.3333333333333333,0.20833333333333331,0.5,0.9997182873565309,0.0002817126434693987,0.2689409506675212,0.7310590493324788
21,4.202801867911941,0.3333333333333333,0.20833333333333331,0.5,0.9997118411844499,0.0002881588155503612,0.25922600294449616,0.7407739970555038
22,4.402935290193462,0.3333333333333333,0.20833333333333331,0.5,0.9997051019674862,0.0002948980325140767,0.24974227633116008,0.7502577236688399
23,4.603068712474983,0.3333333333333333,0.20833333333333331,0.5,0.9996980583591509,0.0003019416408493865,0.24049303313577605,0.7595069668642239
24,4.803202134756504,0.3333333333333333,0.20833333333333331,0.5,0.9996906985880838,0.00030930141191650606,0.23148082083872878,0.7685191791612712
25,5.003335557038025,0.3333333333333333,0.20833333333333331,0.5,0.9996830104432384,0.0003169895567619333,0.22270749455972597,0.7772925054402741
26,5.203468979319546,0.3333333333333333,0.20833333333333331,0.5,0.9996749812578236,0.00032501874217674784,0.2141742178799342,0.7858257821200658
27,5.403602401601067,0.3333333333333333,0.20833333333333331,0.5,0.9996665978918367,0.0003334021081637588,0.20588149023375218,0.7941185097662479
28,5.603735823882588,0.3333333333333333,0.20833333333333331,0.5,0.9996578467113632,0.00034215328863719654,0.19782920511774876,0.8021707948822513
29,5.803869246164109,0.3333333333333333,0.20833333333333331,0.5,0.9996487135683887,0.0003512864316117158,0.1900166909127853,0.8099833090872148
30,6.00400266844563,0.3333333333333333,0.20833333333333331,0.5,0.9996391837819725,0.0003608162180279026,0.18244273423361912,0.817557265766381
31,6.204136090727151,0.3333333333333333,0.20833333333333331,0.5,0.9996292421179614,0.0003707578820389865,0.1751056061648346,0.8248943938351656
32,6.404269513008672,0.3333333333333333,0.20833333333333331,0.5,0.9996188727662615,0.00038112723373884315,0.16800311406641374,0.8319968859335862
33,6.604402935290193,0.3333333333333333,0.20833333333333331,0.5,0.9996080593175074,0.00039194068249284915,0.16113263596212615,0.8388673640378739
34,6.804536357571714,0.3333333333333333,0.20833333333333331,0.5,0.9995967847402307,0.000403215259769633,0.1544911586131747,0.8455088413868254
35,7.004669779853235,0.3333333333333333,0.20833333333333331,0.5,0.9995850313561264,0.0004149686438739198,0.1480753106734909,0.8519246893265091
36,7.204803202134756,0.3333333333333333,0.20833333333333331,0.5,0.99957278081474,0.0004272191852604924,0.14188140270451546,0.8581185972954846
37,7.404936624416277,0.3333333333333333,0.20833333333333331,0.5,0.9995600140667733,0.00043998593322714156,0.1359054590282159,0.8640945409717841
38,7.605070046697798,0.3333333333333333,0.20833333333333331,0.5,0.9995467113369011,0.00045328866309930386,0.1301432536840135,0.8698567463159865
39,7.805203468979319,0.3333333333333333,0.20833333333333331,0.5,0.9995328520950646,0.0004671479049358294,0.12459034188694076,0.8754096581130593
