,time,beta,alpha,sigma_D,sigma_C,S_c,S_d,I_c,I_d
0,0.0,0.041666666666666664,0.2,0.5,1.0,0.09995999999999998,0.89964,3.999999999999999e-05,0.00036
1,0.200133422281521,0.041666666666666664,0.2,0.5,1.0,0.09641429406539238,0.9031942773149744,4.2035474891351164e-05,0.0003493931447417865
2,0.400266844563042,0.041666666666666664,0.2,0.5,1.0,0.09298152940418776,0.9066354379920493,4.411763449359285e-05,0.00033891496926927406
3,0.600400266844563,0.041666666666666664,0.2,0.5,1.0,0.08965900547764957,0.9099661873095504,4.6245219869705655e-05,0.00032856199293021873
4,0.800533689126084,0.041666666666666664,0.2,0.5,1.0,0.08644404065043293,0.913189211447252,4.841648320587092e-05,0.0003183314191091698
5,1.0006671114076051,0.041666666666666664,0.2,0.5,1.0,0.08333396124976639,0.916307188409565,5.0628949139618324e-05,0.00030822139152903393
6,1.200800533689126,0.041666666666666664,0.2,0.5,1.0,0.08032609137028596,0.9193227984687626,5.288026726628392e-05,0.0002982298936853304
7,1.400933955970647,0.041666666666666664,0.2,0.5,1.0,0.07741776498659603,0.9222387119214438,5.516773483223906e-05,0.0002883553571281858
8,1.601067378252168,0.041666666666666664,0.2,0.5,1.0,0.07460635509592305,0.9250575596395483,5.748717846086516e-05,0.0002785980860680479
9,1.801200800533689,0.041666666666666664,0.2,0.5,1.0,0.07188923849631401,0.9277819687258532,5.9834505780304395e-05,0.00026895827205265294
10,2.0013342228152102,0.041666666666666664,0.2,0.5,1.0,0.06926383422621925,0.9304145238171221,6.220469617027765e-05,0.0002594372604885069
11,2.201467645096731,0.041666666666666664,0.2,0.5,1.0,0.06672756795148646,0.9329578029050161,6.45926564920212e-05,0.0002500364870055444
12,2.401601067378252,0.041666666666666664,0.2,0.5,1.0,0.0642779198908499,0.9354143291793854,6.699227677622066e-05,0.0002407586529886567
13,2.601734489659773,0.041666666666666664,0.2,0.5,1.0,0.061912399525823315,0.937786596464447,6.939704357755492e-05,0.0002316069661523065
14,2.801867911941294,0.041666666666666664,0.2,0.5,1.0,0.05962854563577308,0.9400770691787426,7.180002679038207e-05,0.00022258515869420957
15,3.002001334222815,0.041666666666666664,0.2,0.5,1.0,0.05742395682493193,0.9422881517110943,7.419355718742519e-05,0.00021369790678657424
