,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,1.1069423273209305,1.1226685512367494,0.9173953080495459,2.0697406361452284,0.47456000000000004,0.36384
1,PA,1.0973946995669948,0.99820777385159,1.5249874103203918,1.310426202126139,0.8672,0.8403200000000001
2,SC,1.0044109507229928,0.9933964664310954,1.2166181884806737,0.9816817304029544,0.8310400000000001,0.8192
3,SP+PA,1.1314665409129203,1.5096989399293286,1.3979971500852826,2.1221200291967475,0.43104000000000003,0.30207999999999996
4,SP+SC,1.1016926911596443,1.1559180212014133,1.1206360634940664,1.7606452227168448,0.41856000000000015,0.30976000000000004
5,PA+SC,1.0964468275751325,1.0120480565371024,1.818758805023423,1.1155594264916453,0.8998400000000002,0.8729599999999998
6,SC+SP+PA,1.1262755816456826,1.4534275618374557,1.5256348927940482,2.0709616584511212,0.42048000000000013,0.30464
