,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,1.6942141381646666e-06,3.607455537919097e-05,4.39389648547111e-16,-2.1287313147099058e-16,0.0,
1,PA,1.7040553887645343e-07,0.00012527973929601054,7.800174850692762e-07,2.7076547148944678e-08,0.0,
2,SC,2.027520652489261e-07,0.00022401845449979916,0.0003139470782131618,3.439495126392601e-05,0.0,
3,SP+PA,2.3899872452344496e-06,0.00015843606950470882,2.6852277130945477e-06,9.271964564402539e-08,0.0,
4,SP+SC,2.418454510785795e-06,0.00022439745508367483,0.00027477982306250114,3.134181552257606e-05,0.0,
5,PA+SC,7.721936072641847e-07,0.0003664740867476477,0.0013877791479700984,0.000131525467150759,0.0,
6,SC+SP+PA,3.40327317701109e-06,0.0004182577080023872,0.0012619215824232859,0.0001319165603052596,0.0,
