,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,0.007500207584153744,0.24210087536473457,0.15332060572496212,0.07615186582238169,1.8096,1.7904
1,PA,0.001552852453529315,0.2727136306794503,0.03238750145784786,0.0064265469054113735,0.5152,0.1456
2,SC,0.0018444803457926433,0.3287369737390584,0.08239055641076638,0.040273420572706185,0.5824,1.216
3,SP+PA,0.007602740937551742,0.2633097123801583,0.1380434225514891,0.07186437144034044,1.7056,1.592
4,SP+SC,0.0074351605037666245,0.2925218841183827,0.16580413583860668,0.08256437221903927,1.7536,1.8224
5,PA+SC,0.003376378168109656,0.5202167569820764,0.10070048839301379,0.036480561044023946,0.2672,0.7552
6,SC+SP+PA,0.007825709968353854,0.40817007086285967,0.1613790169854617,0.08041024932586956,1.5856,1.4656
