,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,0.003346376367856098,0.1060441850771157,3.99584593182567e-09,6.087873813775957e-09,0.0,0.0
1,PA,0.0004769194495161896,0.22009170487703245,6.360640945209486e-05,2.235516985657373e-05,0.0,0.0
2,SC,0.0005425043088302337,0.2403001250521053,0.003521194673948348,0.002170880128761508,0.0,0.0192
3,SP+PA,0.0033499842432145556,0.23429762401000453,0.00011951508010428267,4.107483648925125e-05,0.0,0.0
4,SP+SC,0.0033057195451670104,0.2597082117548981,0.0022108810764706185,0.0013762628999885718,0.0,0.0112
5,PA+SC,0.0010235004017345273,0.3415423092955401,0.009446359746107096,0.005145114254411941,0.0,0.0
6,SC+SP+PA,0.003392166154381408,0.34294289287203017,0.006568233324569322,0.003691880448276322,0.0,0.0
