,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,7.026853913698686e-06,0.00030281079842491704,0.05157815263735868,0.00040009702433951264,0.078387963423346,
1,PA,2.039281910857409e-06,0.00018696655110533086,0.006775684687340772,2.9371723032598027e-05,0.02432446046092178,0.021162869242224935
2,SC,2.488360874483434e-06,0.0004000810775339422,0.02199130051245521,0.0009841371164007653,0.014847293352748467,0.018780502649901984
3,SP+PA,1.2569604644654692e-05,0.0006988624944999217,0.09530917983565931,0.00047690413903550945,0.06630827836241351,
4,SP+SC,1.2938647397962594e-05,0.0008214764817427098,0.17815555051430673,0.002797082134583852,0.20609474304171527,
5,PA+SC,9.471946885001225e-06,0.0006957006012394884,0.031810629214634276,0.0010591947269868434,0.019408391223850227,0.029519615460031477
6,SC+SP+PA,2.228033326235777e-05,0.001391374150439188,0.18894068021800142,0.0031821632307470673,0.09615841565470117,
