,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,0.013617584741040321,0.9980158399333062,0.2553110090361566,0.24557448399390536,3.3456,4.1936
1,PA,0.0039819260443673685,0.532421842434347,0.04095659247671108,0.037787959581959726,1.072,1.3136
2,SC,0.004428518705420031,0.6032513547311374,0.07733929606142527,0.02981729846545603,1.232,1.0432
3,SP+PA,0.014183516494285607,1.130471029595665,0.20462875484236384,0.2158344241500511,3.1648,3.8384
4,SP+SC,0.013554829893457875,0.7807253022092542,0.26000108592608484,0.22947097614100662,3.1328,3.8752
5,PA+SC,0.007993327766007578,0.9349895789912455,0.10543256834778618,0.015527029036844803,1.0288,1.0432
6,SC+SP+PA,0.014792565380307291,1.1406752813672367,0.23480323872649048,0.20884368591795263,2.9808,3.5664
