,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,3.2157047921690593e-06,7.631176168799991e-05,1.5235063366858976e-10,1.6379550184073495e-12,0.0,
1,PA,4.931837216556021e-07,0.00013551428381049354,0.0011699511584346706,2.075575734914164e-05,0.0,
2,SC,6.035848940910671e-07,0.00027132655336920247,0.007638521107559144,0.0004673286676776661,0.05550232649144758,
3,SP+PA,4.9091872355488866e-06,0.00023394543772199683,0.000786670156585385,1.4820144619148495e-05,0.0,
4,SP+SC,5.018392005649809e-06,0.00036072630759973953,0.006261795240920385,0.00037691658211446485,0.024019085956247202,
5,PA+SC,2.2900311691915294e-06,0.0004974438843855561,0.012887015828289668,0.0006833361936292442,0.049927947242986964,
6,SC+SP+PA,7.597631583875723e-06,0.0006401366514041332,0.01210610618495897,0.0006707950923524175,0.0,
