,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,0.0017714986378663594,0.100711443313634,,,0.2039977791791151,
1,PA,0.003027885790174562,0.001866832548347689,0.037861503308724884,0.013992950350608796,0.04188347352941922,0.0497372585118556
2,SC,0.000369167383919268,0.00047277004075332255,0.010383571000072936,3.531338409766462e-05,0.020931709280415607,0.024497611490964327
3,SP+PA,0.003755844600642327,0.0952907217885006,,,,
4,SP+SC,0.002914357447748357,0.15930102614074426,,,0.17427921637023025,
5,PA+SC,0.003601143013875964,0.005354928154296442,0.07001080703831711,0.011086812404320107,0.0691487340043776,
6,SC+SP+PA,0.0039034554039951586,0.07921284143303156,,0.2949926579330067,,
