,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,Null+SP,0.06957438115149212,6.176917945296867,0.16064670394038746,0.4277179465496737,2.6224,3.168
1,Null+PA,0.07376182714310178,1.75797198132088,0.09752461384666779,0.09046397240641088,0.9904,1.0288
2,Null+SC,0.014008570625219173,0.9218945963975979,0.04072661810424954,0.004954860728093925,0.8448,0.904
