,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,1.0078975489263933,1.0280579710144928,0.517802002593222,1.080319997221201,0.3968,0.1416
1,PA,0.9992923076347447,0.9683942028985506,1.09829286281617,1.0033308987796468,0.8282666666666666,0.9272
2,SC,0.9987455750825189,0.9632927536231884,1.2230762256125414,0.9635710085123562,1.1941333333333333,1.608
3,SP+PA,1.0073047510097286,1.0028289855072463,0.6233169056234877,1.0752071347481083,0.4314666666666666,0.2152
4,SP+SC,1.0070266709428262,0.9891942028985506,0.6723274096093516,1.053285197788238,0.5168,0.3384
5,PA+SC,0.9980027406297337,0.9403130434782606,1.2796247943180028,0.9661906596904357,0.9888,1.3168
6,SC+SP+PA,1.0063701604825182,0.9759304347826087,0.766636373168078,1.047943185173723,0.4714666666666667,0.2864
