,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,2.024038832803979e-05,0.0011938290863268766,1.6782700873597718,0.013492761714520077,0.2704140557282566,
1,PA,1.6791463766860793e-05,0.0002947180815911099,0.009590024444435873,0.0008175187920116209,0.03092824552028821,0.04537106695620706
2,SC,1.6667407894574177e-05,0.0006296377329114648,0.020418680698643485,0.0009154833784672627,0.014102923524009551,0.016499961545361604
3,SP+PA,5.3336951983169994e-05,0.003383320952741284,0.8064393601830918,0.007707318271735292,0.15688618101074286,
4,SP+SC,4.9502567578070793e-05,0.002161919424272258,1.3211425072551979,0.018521251781361586,0.3300618335449296,
5,PA+SC,6.637880308570836e-05,0.001176822085900587,0.03539457406734996,0.000843950902305263,0.041468294619102924,0.05204196744703475
6,SC+SP+PA,0.00010745635491813885,0.0048682477590995185,0.8092191312067749,0.01795936271530079,0.22647612469633793,
