,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,1.015038443512349,1.075290566037736,0.270740975568721,1.304517970976857,0.33856,0.16128
1,PA,0.9986947624797508,0.959833962264151,1.1322455699793241,1.044091022067191,0.7856,0.7372800000000002
2,SC,0.996892826160265,0.9575396226415094,1.2336589084112068,0.9680858429111129,1.21376,1.16
3,SP+PA,1.0136416976332123,1.0654792452830188,0.4841330492920704,1.2900750649420756,0.36704,0.23231999999999997
4,SP+SC,1.0130098952488626,1.024633962264151,0.45680401165877577,1.2523112168075234,0.4259200000000001,0.26911999999999997
5,PA+SC,0.9957475407302078,0.9322415094339623,1.3274267131632962,0.9822760412428668,0.9977599999999999,0.9571200000000001
6,SC+SP+PA,1.0115651566887067,1.0326188679245283,0.6616766973133237,1.2284528505916887,0.41792000000000007,0.29184
