,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,Full-SP,0.022708866169064854,16.887418278852568,0.15846863126317198,0.39608334145466717,2.464,2.872
1,Full-PA,0.03821717894323821,20.699559706470982,0.10774679255675837,0.16551534900888626,0.4848,0.5232
2,Full-SC,0.00500097832034381,6.123442294863242,0.035916349178379624,0.08367593168165723,0.344,0.4064
