,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,Null+SP,0.012329651197530407,0.4976117411607739,0.09906340559928885,0.11470767985732841,1.376,1.6624
1,Null+PA,0.020234254841616044,8.753675783855904,0.030073389925658556,0.018223711014460152,0.3872,0.3984
2,Null+SC,0.002129652962861035,0.37272848565710476,0.03587945072257992,0.015368139789864569,0.4416,0.5872
