,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,Null+SP,0.06957438115149213,6.176917945296866,0.16064670394038744,0.4277179465496737,2.6224,3.168
1,Null+PA,0.07376182714310178,1.75797198132088,0.09752461384666779,0.0904639724064109,0.9904,1.0288
2,Null+SC,0.014008570625219173,0.9218945963975977,0.04072661810424954,0.004954860728093925,0.8448,0.904
