,Model,Imax,Tmax,Ifinal,Cfinal,Iosc,Cosc
0,SP,1.0034209769445634,0.980279069767442,1.0000000019859974,1.0000000006793734,1.0,
1,PA,0.9997872809479077,0.9590697674418603,1.0001235954881906,0.9999776560675906,1.0,
2,SC,0.999681620623328,0.9553116279069768,1.006842678879311,0.9978291272268689,1.0,
3,SP+PA,1.0032295847332298,0.9564279069767441,1.000232247239034,0.9999589306579428,1.0,
4,SP+SC,1.0031563332722782,0.9517023255813952,1.0042963655822335,0.9986237430244234,1.0,
5,PA+SC,0.9994553772293444,0.9364837209302325,1.0183569650155342,0.9948548916425605,1.0,
6,SC+SP+PA,1.0029517021308558,0.9362232558139535,1.012763945039967,0.9963081249663286,1.0,
