,time,sigma,beta,omega,alpha,S,I,C,D
0,0.0,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9998,0.0002,0.5,0.5
1,0.5016722408026756,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.999751756455288,0.00024824354471188165,0.46313107146038274,0.5368689285396169
2,1.0033444816053512,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9996885486804974,0.00031145131950260083,0.4266642237901573,0.5733357762098426
3,1.5050167224080266,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9996049440097963,0.00039505599020369135,0.39098194815173165,0.6090180518482683
4,2.0066889632107023,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9994933364022577,0.0005066635977423069,0.3564341548027475,0.6435658451972524
5,2.508361204013378,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9993430172975545,0.0006569827024456546,0.3233254452843517,0.6766745547156482
6,3.0100334448160533,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9991388385427667,0.0008611614572334647,0.29190623695145107,0.7080937630485488
7,3.511705685618729,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9988592740950999,0.001140725904900201,0.26236790612249533,0.7376320938775044
8,4.013377926421405,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9984736281984906,0.0015263718015095682,0.23484194454937235,0.7651580554506274
9,4.51505016722408,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.997937975855064,0.002062024144936049,0.20940274970347292,0.7905972502965268
10,5.016722408026756,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9971893007203707,0.0028106992796293473,0.18607297811472714,0.8139270218852728
11,5.518394648829432,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9961370844617037,0.003862915538296418,0.16483090356284774,0.8351690964371521
12,6.020066889632107,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9946512234904208,0.005348776509579286,0.14561866702072698,0.8543813329792729
13,6.521739130434782,0.95,0.9285714285714286,0.38383838383838387,1.373737373737374,0.9925449156372096,0.007455084362790482,0.12835082753609706,0.8716491724639027
