,time,sigma,beta,omega,alpha,S,I,C,D
0,0.0,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9998,0.0002,0.5,0.5
1,0.5016722408026756,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9997516502924927,0.0002483497075075211,0.46018818840089093,0.5398118115991093
2,1.0033444816053512,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.999688006601134,0.00031199339886630163,0.4208802757252778,0.5791197242747225
3,1.5050167224080266,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9996033785979725,0.0003966214020276836,0.3825534534298948,0.6174465465701056
4,2.0066889632107023,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9994897471727093,0.0005102528272908316,0.3456375808997278,0.6543624191002727
5,2.508361204013378,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9993357453565753,0.0006642546434247572,0.3104974737377138,0.6895025262622866
6,3.0100334448160533,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9991251911699549,0.0008748088300452559,0.2774215187199244,0.722578481280076
7,3.511705685618729,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9988349438066444,0.0011650561933557397,0.24661663622173396,0.7533833637782663
8,4.013377926421405,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9984318142519745,0.0015681857480256405,0.2182092969402433,0.781790703059757
9,4.51505016722408,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9978680206532878,0.002131979346712253,0.19225182461723686,0.8077481753827634
10,5.016722408026756,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9970746763507173,0.002925323649282852,0.16873177842632014,0.8312682215736801
11,5.518394648829432,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9959523299812172,0.004047670018782897,0.14758373258496582,0.8524162674150344
12,6.020066889632107,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9943574281082397,0.005642571891760498,0.12870155888564275,0.8712984411143575
13,6.521739130434782,0.95,0.9285714285714286,0.4545454545454546,0.14141414141414144,0.9920830856906783,0.007916914309321963,0.11195030663131175,0.8880496933686884
